frame_index,sample_time_s,mission_elapsed_time_s,met_raw_text,met_parse_status,met_raw_unit,met_raw_value,met_si_value,met_variant,stage1_velocity_raw_text,stage1_velocity_parse_status,stage1_velocity_raw_unit,stage1_velocity_raw_value,stage1_velocity_si_value,stage1_velocity_variant,stage1_altitude_raw_text,stage1_altitude_parse_status,stage1_altitude_raw_unit,stage1_altitude_raw_value,stage1_altitude_si_value,stage1_altitude_variant,stage2_velocity_raw_text,stage2_velocity_parse_status,stage2_velocity_raw_unit,stage2_velocity_raw_value,stage2_velocity_si_value,stage2_velocity_variant,stage2_altitude_raw_text,stage2_altitude_parse_status,stage2_altitude_raw_unit,stage2_altitude_raw_value,stage2_altitude_si_value,stage2_altitude_variant
7552,125.9934209017344,121.0,T+00:02:01,parsed,s,121.0,121.0,raw,"001,698 NEW GLENN MPH VELOCITY",parsed,MPH,1698.0,759.07392,raw,"078,808 NEW GLENN ALTITUDE FT",parsed,FT,78808.0,24020.6784,raw,"STAGE2 000,000 VELOCITY MPH",parsed,MPH,0.0,0.0,raw,"STAGE2 000,000 ALTITUDE",parsed,MI,0.0,0.0,raw
7672,127.99543500504583,123.0,T+00:02:03,parsed,s,123.0,123.0,raw,"001,764 NEW GLENN MPH VELOCITY",parsed,MPH,1764.0,788.57856,raw,"NEW GLENN 082,433 ALTITUDE FT",parsed,FT,82433.0,25125.5784,raw,"STAGE2 000,000 VELOCITY MPH",parsed,MPH,0.0,0.0,raw,"000,000 STAGE2 ALTITUDE",parsed,MI,0.0,0.0,raw
7792,129.9974491083573,125.0,T+00:02:05,parsed,s,125.0,125.0,raw,"001,832 NEW GLENN MPH VELOCITY",parsed,MPH,1832.0,818.97728,raw,"NEW GLENN 085,741 ALTITUDE FT",parsed,FT,85741.0,26133.8568,raw,"STAGE2 000,000 VELOCITY MPH",parsed,MPH,0.0,0.0,raw,"STAGE2 000,000 ALTITUDE",parsed,MI,0.0,0.0,raw
7912,131.99946321166877,127.0,T+00:02:07,parsed,s,127.0,127.0,raw,668'100 NEW GLENN MPH VELOCITY,parsed,MPH,668.0,298.62272,raw,"089,559 NEWGLENN FT ALTITUDE",parsed,FT,89559.0,27297.5832,rescue:col_x3,"STAGE2 000,000 VELOCITY MPH",parsed,MPH,0.0,0.0,raw,"STAGE2 000,000 ALTITUDE",parsed,MI,0.0,0.0,raw
8032,134.0014773149802,129.0,T+00:02:09,parsed,s,129.0,129.0,raw,"001,975 NEW GLENN MPH VELOCITY",parsed,MPH,1975.0,882.904,raw,"093,481 NEW GLENN ALTITUDE FT",parsed,FT,93481.0,28493.008800000003,raw,"STAGE2 000,000 VELOCITY MPH",parsed,MPH,0.0,0.0,raw,"STAGE2 000,000 ALTITUDE",parsed,MI,0.0,0.0,raw
8152,136.00349141829167,131.0,T+00:02:11,parsed,s,131.0,131.0,raw,"002,049 NEW GLENN MPH VELOCITY",parsed,MPH,2049.0,915.98496,raw,"097,506 NEW GLENN ALTITUDE FT",parsed,FT,97506.0,29719.828800000003,raw,"000,000 STAGE2 VELOCITY MPH",parsed,MPH,0.0,0.0,raw,"STAGE2 000,000 ALTITUDE",parsed,MI,0.0,0.0,raw
8272,138.00550552160314,133.0,T+00:02:13,parsed,s,133.0,133.0,raw,"002,125 NEW GLENN MPH VELOCITY",parsed,MPH,2125.0,949.96,raw,"101,637 NEW GLENN ALTITUDE FT",parsed,FT,101637.0,30978.9576,raw,"STAGE2 000,000 VELOCITY MPH",parsed,MPH,0.0,0.0,raw,"STAGE2 000,000 ALTITUDE",parsed,MI,0.0,0.0,raw
8392,140.00751962491458,135.0,T+00:02:15,parsed,s,135.0,135.0,raw,"002,203 NEW GLENN MPH VELOCITY",parsed,MPH,2203.0,984.82912,raw,"105,399 NEWGLENN FT ALTITUDE",parsed,FT,105399.0,32125.6152,raw,"STAGE2 000,000 VELOCITY MPH",parsed,MPH,0.0,0.0,raw,"000,000 STAGE2 ALTITUDE",parsed,MI,0.0,0.0,raw
8511,141.9928502773651,137.0,T+00:02:17,parsed,s,137.0,137.0,raw,"002,283 NEW GLENN MPH VELOCITY",parsed,MPH,2283.0,1020.59232,raw,"109,733 NEW GLENN ALTITUDE FT",parsed,FT,109733.0,33446.6184,raw,"STAGE2 000,000 VELOCITY MPH",parsed,MPH,0.0,0.0,raw,"STAGE2 000,000 ALTITUDE",parsed,MI,0.0,0.0,raw
8631,143.99486438067655,140.0,T+00:02:20,parsed,s,140.0,140.0,raw,"002,369 NEW GLENN MPH VELOCITY",parsed,MPH,2369.0,1059.03776,raw,"NEW GLENN 113,678 ALTITUDE FT",parsed,FT,113678.0,34649.0544,raw,"STAGE2 000,000 VELOCITY MPH",parsed,MPH,0.0,0.0,raw,"STAGE2 000,000 ALTITUDE",parsed,MI,0.0,0.0,raw
8751,145.99687848398804,141.0,T+00:02:21,parsed,s,141.0,141.0,raw,"002,441 NEW GLENN MPH VELOCITY",parsed,MPH,2441.0,1091.22464,raw,"NEW GLENN 117,710 ALTITUDE FT",parsed,FT,117710.0,35878.008,raw,"STAGE2 000,000 VELOCITY MPH",parsed,MPH,0.0,0.0,raw,"000,000 STAGE2 ALTITUDE",parsed,MI,0.0,0.0,raw
8871,147.99889258729948,143.0,T+00:02:23,parsed,s,143.0,143.0,raw,"002,535 NEW GLENN MPH VELOCITY",parsed,MPH,2535.0,1133.2464,raw,"122,875 NEW GLENN ALTITUDE FT",parsed,FT,122875.0,37452.3,raw,"000,000 STAGE2 VELOCITY MPH",parsed,MPH,0.0,0.0,raw,"STAGE2 000,000 ALTITUDE",parsed,MI,0.0,0.0,raw
8991,150.00090669061095,146.0,T+00:02:26,parsed,s,146.0,146.0,raw,"002,632 NEW GLENN MPH VELOCITY",parsed,MPH,2632.0,1176.60928,raw,"128,180 NEW GLENN ALTITUDE FT",parsed,FT,128180.0,39069.264,raw,"000,000 STAGE2 VELOCITY MPH",parsed,MPH,0.0,0.0,raw,"STAGE2 000,000 ALTITUDE",parsed,MI,0.0,0.0,raw
9111,152.0029207939224,147.0,T+00:02:27,parsed,s,147.0,147.0,raw,"002,714 NEW GLENN MPH VELOCITY",parsed,MPH,2714.0,1213.26656,raw,"NEW GLENN 132,527 ALTITUDE FT",parsed,FT,132527.0,40394.2296,raw,"STAGE2 000,000 VELOCITY MPH",parsed,MPH,0.0,0.0,raw,"STAGE2 000,000 ALTITUDE",parsed,MI,0.0,0.0,raw
9231,154.00493489723385,150.0,T+00:02:30,parsed,s,150.0,150.0,raw,"002,816 NEW GLENN MPH VELOCITY",parsed,MPH,2816.0,1258.86464,raw,"137,528 NEW GLENN ALTITUDE FT",parsed,FT,137528.0,41918.5344,raw,"STAGE2 000,000 VELOCITY MPH",parsed,MPH,0.0,0.0,raw,"STAGE2 000,000 ALTITUDE",parsed,MI,0.0,0.0,raw
9351,156.00694900054532,151.0,T+00:02:31,parsed,s,151.0,151.0,raw,"002,901 NEW GLENN MPH VELOCITY",parsed,MPH,2901.0,1296.86304,raw,"142,073 NEW GLENN ALTITUDE FT",parsed,FT,142073.0,43303.8504,raw,"STAGE2 000,000 VELOCITY MPH",parsed,MPH,0.0,0.0,raw,"STAGE2 000,000 ALTITUDE",parsed,MI,0.0,0.0,raw
9470,157.99227965299585,154.0,T+00:02:34,parsed,s,154.0,154.0,raw,"003,008 NEW GLENN MPH VELOCITY",parsed,MPH,3008.0,1344.69632,raw,"NEW GLENN 147,301 ALTITUDE FT",parsed,FT,147301.0,44897.3448,raw,"STAGE2 000,000 VELOCITY MPH",parsed,MPH,0.0,0.0,raw,"STAGE2 000,000 ALTITUDE",parsed,MI,0.0,0.0,raw
9590,159.99429375630731,156.0,T+00:02:36,parsed,s,156.0,156.0,raw,"003,108 NEW GLENN MPH VELOCITY",parsed,MPH,3108.0,1389.40032,raw,"152,653 NEW GLENN ALTITUDE FT",parsed,FT,152653.0,46528.6344,raw,"STAGE2 000,000 MPH VELOCITY",parsed,MPH,0.0,0.0,raw,"STAGE2 000,000 ALTITUDE",parsed,MI,0.0,0.0,raw
9710,161.99630785961875,158.0,T+00:02:38,parsed,s,158.0,158.0,raw,"003,210 NEW GLENN MPH VELOCITY",parsed,MPH,3210.0,1434.9984,raw,"NEW GLENN 158,131 ALTITUDE",parsed,FT,158131.0,48198.3288,raw,"STAGE2 000,000 VELOCITY MPH",parsed,MPH,0.0,0.0,raw,"STAGE2 000,000 ALTITUDE",parsed,MI,0.0,0.0,raw
9830,163.99832196293022,160.0,T+00:02:40,parsed,s,160.0,160.0,raw,"003,315 NEW GLENN MPH VELOCITY",parsed,MPH,3315.0,1481.9376,raw,"NEW GLENN 163,739 ALTITUDE FT",parsed,FT,163739.0,49907.6472,raw,"STAGE2 000,000 VELOCITY MPH",parsed,MPH,0.0,0.0,raw,"STAGE2 000,000 ALTITUDE",parsed,MI,0.0,0.0,raw
9950,166.0003360662417,161.0,T+00:02:41,parsed,s,161.0,161.0,raw,"003,411 NEW GLENN MPH VELOCITY",parsed,MPH,3411.0,1524.85344,raw,"168,193 NEW GLENN ALTITUDE FT",parsed,FT,168193.0,51265.2264,raw,"STAGE2 000,000 VELOCITY MPH",parsed,MPH,0.0,0.0,raw,"STAGE2 000,000 ALTITUDE",parsed,MI,0.0,0.0,raw
10070,168.00235016955313,163.0,T+00:02:43,parsed,s,163.0,163.0,raw,"NEW GLENN 003,520 MPH VELOCITY",parsed,MPH,3520.0,1573.5808,raw,"NEW GLENN 174,039 ALTITUDE FT",parsed,FT,174039.0,53047.0872,raw,"STAGE2 000,000 VELOCITY MPH",parsed,MPH,0.0,0.0,raw,"STAGE2 000,000 ALTITUDE",parsed,MI,0.0,0.0,raw
10190,170.0043642728646,165.0,T+00:02:45,parsed,s,165.0,165.0,raw,"003,633 NEW GLENN MPH VELOCITY",parsed,MPH,3633.0,1624.09632,raw,"NEW GLENN 180,022 ALTITUDE",parsed,FT,180022.0,54870.7056,raw,"STAGE2 000,000 VELOCITY MPH",parsed,MPH,0.0,0.0,raw,"STAGE2 000,000 ALTITUDE",parsed,MI,0.0,0.0,raw
10310,172.00637837617606,167.0,T+00:02:47,parsed,s,167.0,167.0,raw,"003,748 NEW GLENN MPH VELOCITY",parsed,MPH,3748.0,1675.50592,raw,"185,460 NEW GLENN ALTITUDE FT",parsed,FT,185460.0,56528.208000000006,raw,"000,000 STAGE2 VELOCITY MPH",parsed,MPH,0.0,0.0,raw,"000,000 STAGE2 ALTITUDE",parsed,MI,0.0,0.0,raw
10429,173.9917090286266,169.0,T+00:02:49,parsed,s,169.0,169.0,raw,"003,866 NEW GLENN MPH VELOCITY",parsed,MPH,3866.0,1728.25664,raw,"191,713 NEW GLENN ALTITUDE FT",parsed,FT,191713.0,58434.1224,raw,"STAGE2 000,000 VELOCITY MPH",parsed,MPH,0.0,0.0,raw,"000,000 STAGE2 ALTITUDE",parsed,MI,0.0,0.0,raw
10549,175.99372313193803,171.0,T+00:02:51,parsed,s,171.0,171.0,raw,"003,986 NEW GENN MPH VELOCMY",parsed,MPH,3986.0,1781.9014399999999,rescue:adapt_b21,"198,115 NEW GLENN ALTITUDE FT",parsed,FT,198115.0,60385.452000000005,raw,"STAGE2 000,000 VELOCITY MPH",parsed,MPH,0.0,0.0,raw,"000,000 STAGE2 ALTITUDE",parsed,MI,0.0,0.0,raw
10669,177.9957372352495,174.0,T+00:02:54,parsed,s,174.0,174.0,raw,"004,123 NEW GLENN MPH VELOCITY",parsed,MPH,4123.0,1843.14592,raw,"NEW GLENN 204,669 ALTITUDE FT",parsed,FT,204669.0,62383.11120000001,raw,"000,000 STAGE2 VELOCITY MPH",parsed,MPH,0.0,0.0,raw,"STAGE2 000,000 ALTITUDE",parsed,MI,0.0,0.0,raw
10789,179.99775133856096,175.0,T+00:02:55,parsed,s,175.0,175.0,raw,"004,237 NEW GLENN MPH VELOCITY",parsed,MPH,4237.0,1894.10848,raw,"NEW GLENN 210,626 ALTITUDE FT",parsed,FT,210626.0,64198.804800000005,raw,"000,000 STAGE2 VELOCITY MPH",parsed,MPH,0.0,0.0,raw,"STAGE2 000,000 ALTITUDE",parsed,MI,0.0,0.0,raw
10909,181.9997654418724,178.0,T+00:02:58,parsed,s,178.0,178.0,raw,"004,381 NEW GLENN MPH VELOCITY",parsed,MPH,4381.0,1958.48224,raw,"NEW GLENN 218,251 ALTITUDE FT",parsed,FT,218251.0,66522.9048,raw,"000,000 STAGE2 VELOCITY MPH",parsed,MPH,0.0,0.0,raw,"000,000 STAGE2 ALTITUDE",parsed,MI,0.0,0.0,raw
11029,184.0017795451839,179.0,T+00:02:59,parsed,s,179.0,179.0,raw,"NEW GLENN 004,493 MPH VELOCITY",parsed,MPH,4493.0,2008.55072,raw,"NEW GLENN 224,497 ALTITUDE FT",parsed,FT,224497.0,68426.6856,raw,"STAGE2 000,000 VELOCITY MPH",parsed,MPH,0.0,0.0,raw,"000,000 STAGE2 ALTITUDE",parsed,MI,0.0,0.0,raw
11149,186.00379364849533,182.0,T+00:03:02,parsed,s,182.0,182.0,raw,"004,564 NEW GLENN MPH VELOCITY",parsed,MPH,4564.0,2040.29056,raw,"NEW GLENN 231,608 ALTITUDE FT",parsed,FT,231608.0,70594.1184,raw,"STAGE2 000,000 VELOCITY MPH",parsed,MPH,0.0,0.0,raw,"000,000 STAGE2 ALTITUDE",parsed,MI,0.0,0.0,raw
11269,188.00580775180677,184.0,T+00:03:04,parsed,s,184.0,184.0,raw,"004,624 NEW GLENN MPH VELOCITY",parsed,MPH,4624.0,2067.11296,raw,"238,746 NEW GLENN ALTITUDE FT",parsed,FT,238746.0,72769.78080000001,raw,"STAGE2 000,000 VELOCITY MPH",parsed,MPH,0.0,0.0,raw,"STAGE2 000,000 ALTITUDE",parsed,MI,0.0,0.0,raw
11389,190.00782185511824,186.0,T+00:03:06,parsed,s,186.0,186.0,raw,"004,672 NEW GLENN MPH VELOCITY",parsed,MPH,4672.0,2088.57088,raw,"NEW GLENN 245,911 ALTITUDE FT",parsed,FT,245911.0,74953.6728,raw,"STAGE2 000,000 VELOCITY MPH",parsed,MPH,0.0,0.0,raw,"STAGE2 000,000 ALTITUDE",parsed,MI,0.0,0.0,raw
11508,191.99315250756877,187.0,T+00:03:07,parsed,s,187.0,187.0,raw,"004,657 NEW GLENN MPH VELOCITY",parsed,MPH,4657.0,2081.86528,raw,"NEW GLENN 251,443 ALTITUDE FT",parsed,FT,251443.0,76639.8264,raw,"000,000 STAGE2 VELOCITY MPH",parsed,MPH,0.0,0.0,raw,"STAGE2 000,000 ALTITUDE",parsed,MI,0.0,0.0,raw
11628,193.99516661088023,190.0,T+00:03:10,parsed,s,190.0,190.0,raw,"004,627 STAGE1 MPH VELOCITY",parsed,MPH,4627.0,2068.45408,raw,"STAGE1 259,171 ALTITUDE FT",parsed,FT,259171.0,78995.3208,raw,"004,641 STAGE2 VELOCITY MPH",parsed,MPH,4641.0,2074.71264,raw,"STAGE2 259,435 ALTITUDE",parsed,FT,259435.0,79075.788,raw
11748,195.99718071419167,192.0,T+00:03:12,parsed,s,192.0,192.0,raw,"004,607 STAGE1 MPH VELOCITY",parsed,MPH,4607.0,2059.51328,raw,"266,027 STAGE1 ALTITUDE FT",parsed,FT,266027.0,81085.02960000001,raw,"004,620 STAGE2 MPH VELOCITY",parsed,MPH,4620.0,2065.3248,raw,"STAGE2 265,950 ALTITUDE",parsed,FT,265950.0,81061.56,raw
11868,197.9991948175031,194.0,T+00:03:14,parsed,s,194.0,194.0,raw,"004,586 STAGE1 MPH VELOCITY",parsed,MPH,4586.0,2050.12544,raw,"272,018 STAGE1 ALTITUDE FT",parsed,FT,272018.0,82911.0864,raw,"004,599 2 STAGE MPH YELDCITY",parsed,MPH,4599.0,2055.93696,rescue:adapt_b21,"272,353 STAGE2 ALTITUDE FT",parsed,FT,272353.0,83013.19440000001,raw
11988,200.0012089208146,196.0,T+00:03:16,parsed,s,196.0,196.0,raw,"004,566 STAGE1 MPH VELOCITY",parsed,MPH,4566.0,2041.18464,raw,"278,640 STAGE1 ALTITUDE FT",parsed,FT,278640.0,84929.47200000001,raw,"STAGE2 004,579 MPH VELOCITY",parsed,MPH,4579.0,2046.99616,raw,"STAGE2 278,645 ALTITUDE",parsed,FT,278645.0,84930.996,raw
12108,202.00322302412604,197.0,T+00:03:17,parsed,s,197.0,197.0,raw,"004,548 STAGE1 MPH VELOCITY",parsed,MPH,4548.0,2033.13792,raw,"STAGE1 284,422 ALTITUDE FT",parsed,FT,284422.0,86691.82560000001,raw,"STAGE2 004,561 MPH VELOCITY",parsed,MPH,4561.0,2038.94944,raw,"STAGE2 284,826 ALTITUDE",parsed,FT,284826.0,86814.9648,raw
12228,204.0052371274375,200.0,T+00:03:20,parsed,s,200.0,200.0,raw,"004,526 STAGE1 MPH VELOCITY",parsed,MPH,4526.0,2023.30304,raw,"290,809 STAGE1 FT ALTITUDE",parsed,FT,290809.0,88638.58320000001,raw,"STAGE2 004,549 MPH VELOCITY",parsed,MPH,4549.0,2033.58496,raw,"289,175 STAGE2 FT ALTITUDE",parsed,FT,289175.0,88140.54000000001,rescue:col_x3
12348,206.00725123074895,201.0,T+00:03:21,parsed,s,201.0,201.0,raw,"004,509 STAGE1 MPH VELOCITY",parsed,MPH,4509.0,2015.70336,raw,"296,383 STAGE1 FT ALTITUDE",parsed,FT,296383.0,90337.5384,raw,"STAGE2 004,553 MPH VELOCITY",parsed,MPH,4553.0,2035.37312,raw,"STAGE2 296,894 ALTITUDE",parsed,FT,296894.0,90493.2912,raw
12467,207.9925818831995,203.0,T+00:03:23,parsed,s,203.0,203.0,raw,"STAGE1 004,490 MPH VELOCITY",parsed,MPH,4490.0,2007.2096,raw,"302,536 STAGE1 ALTITUDE FT",parsed,FT,302536.0,92212.9728,raw,"STAGE2 004,562 VELOCITY MPH",parsed,MPH,4562.0,2039.39648,raw,"STAGE2 302,824 ALTITUDE",parsed,FT,302824.0,92300.7552,raw
12587,209.99459598651097,205.0,T+00:03:25,parsed,s,205.0,205.0,raw,"004,471 STAGE1 MPH VELOCITY",parsed,MPH,4471.0,1998.71584,raw,"308,567 STAGE1 ALTITUDE FT",parsed,FT,308567.0,94051.2216,raw,"STAGE2 004,570 MPH VELOCITY",parsed,MPH,4570.0,2042.9728,raw,"308,693 STAGE2 FT ALTITUDE",parsed,FT,308693.0,94089.6264,raw
12707,211.9966100898224,208.0,T+00:03:28,parsed,s,208.0,208.0,raw,"004,451 STAGE1 MPH VELOCITY",parsed,MPH,4451.0,1989.77504,raw,"314,474 STAGE1 ALTITUDE FT",parsed,FT,314474.0,95851.6752,raw,"STAGE2 004,578 MPH VELOCITY",parsed,MPH,4578.0,2046.54912,raw,"STAGE2 315,334 ALTITUDE",parsed,FT,315334.0,96113.8032,raw
12827,213.99862419313388,210.0,T+00:03:30,parsed,s,210.0,210.0,raw,"004,433 STAGE1 MPH VELOCITY",parsed,MPH,4433.0,1981.72832,raw,"320,260 STAGE1 ALTITUDE FT",parsed,FT,320260.0,97615.248,raw,"STAGE2 004,586 MPH VELOCITY",parsed,MPH,4586.0,2050.12544,raw,"321,092 STAGE2 ALTITUDE",parsed,FT,321092.0,97868.8416,raw
12947,216.00063829644537,212.0,T+00:03:32,parsed,s,212.0,212.0,raw,"STAGE1 004,416 MPH VELOCITY",parsed,MPH,4416.0,1974.12864,raw,"325,922 STAGE1 ALTITUDE FT",parsed,FT,325922.0,99341.0256,raw,"STAGE2 004,594 MPH VELOCITY",parsed,MPH,4594.0,2053.70176,raw,"326,798 STAGE2 ALTITUDE",parsed,FT,326798.0,99608.0304,raw
13067,218.0026523997568,214.0,T+00:03:34,parsed,s,214.0,214.0,raw,"004,398 STAGE1 MPH VELOCITY",parsed,MPH,4398.0,1966.08192,raw,"000,063 STAGE1 ALTITUDE MI",parsed,MI,63.0,101388.672,raw,"STAGE2 004,603 MPH VELOCITY",parsed,MPH,4603.0,2057.72512,raw,"STAGE2 000,063 MI ALTITUDE",parsed,MI,63.0,101388.672,raw
13187,220.00466650306825,216.0,T+00:03:36,parsed,s,216.0,216.0,raw,"004,381 STAGE1 MPH VELOCITY",parsed,MPH,4381.0,1958.48224,raw,"000,064 STAGE1 ALTITUDE MI",parsed,MI,64.0,102998.016,raw,"STAGE2 004,613 MPH VELOCITY",parsed,MPH,4613.0,2062.19552,raw,"STAGE2 000,064 MI ALTITUDE",parsed,MI,64.0,102998.016,raw
13307,222.00668060637972,218.0,T+00:03:38,parsed,s,218.0,218.0,raw,"004,364 STAGE1 MPH VELOCITY",parsed,MPH,4364.0,1950.88256,raw,"000,065 STAGE1 ALTITUDE MI",parsed,MI,65.0,104607.36,raw,"STAGE2 004,622 VELOCITY MPH",parsed,MPH,4622.0,2066.21888,raw,"STAGE2 000,065 MI ALTITUDE",parsed,MI,65.0,104607.36,raw
13426,223.99201125883025,219.0,T+00:03:39,parsed,s,219.0,219.0,raw,"004,349 STAGE1 MPH VELOCITY",parsed,MPH,4349.0,1944.17696,raw,"000,066 STAGE1 ALTITUDE MI",parsed,MI,66.0,106216.704,raw,"STAGE2 004,630 MPH VELOCITY",parsed,MPH,4630.0,2069.7952,raw,"STAGE2 000,066 MI ALTITUDE",parsed,MI,66.0,106216.704,raw
13546,225.99402536214168,221.0,T+00:03:41,parsed,s,221.0,221.0,raw,"004,333 STAGE1 MPH VELOCITY",parsed,MPH,4333.0,1937.02432,raw,"000,066 STAGE1 ALTITUDE MI",parsed,MI,66.0,106216.704,raw,"STAGE2 004,640 MPH VELOCITY",parsed,MPH,4640.0,2074.2656,raw,"STAGE2 000,067 MI ALTITUDE",parsed,MI,67.0,107826.048,raw
13666,227.99603946545315,223.0,T+00:03:43,parsed,s,223.0,223.0,raw,"004,317 STAGE1 MPH VELOCITY",parsed,MPH,4317.0,1929.87168,raw,"000,067 STAGE1 ALTITUDE MI",parsed,MI,67.0,107826.048,raw,"STAGE2 004,651 MPH VELOCITY",parsed,MPH,4651.0,2079.18304,raw,"STAGE2 000,068 MI ALTITUDE",parsed,MI,68.0,109435.392,raw
13786,229.99805356876465,226.0,T+00:03:46,parsed,s,226.0,226.0,raw,"004,300 STAGE1 MPH VELOCITY",parsed,MPH,4300.0,1922.272,raw,"000,068 STAGE1 ALTITUDE MI",parsed,MI,68.0,109435.392,raw,"STAGE2 004,663 MPH VELOCITY",parsed,MPH,4663.0,2084.54752,raw,"STAGE2 000,069 MI ALTITUDE",parsed,MI,69.0,111044.736,raw
13906,232.00006767207609,227.0,T+00:03:47,parsed,s,227.0,227.0,raw,"STAGE1 004,287 MPH VELOCITY",parsed,MPH,4287.0,1916.46048,raw,"000,069 STAGE1 ALTITUDE MI",parsed,MI,69.0,111044.736,raw,"STAGE2 004,673 MPH VELOCITY",parsed,MPH,4673.0,2089.01792,raw,"STAGE2 000,070 MI ALTITUDE",parsed,MI,70.0,112654.08,raw
14026,234.00208177538752,229.0,T+00:03:49,parsed,s,229.0,229.0,raw,"STAGE1 004,272 MPH VELOCITY",parsed,MPH,4272.0,1909.75488,raw,"000,070 STAGE1 ALTITUDE MI",parsed,MI,70.0,112654.08,raw,"STAGE2 004,684 MPH VELOCITY",parsed,MPH,4684.0,2093.93536,raw,"STAGE2 000,071 MI ALTITUDE",parsed,MI,71.0,114263.424,raw
14146,236.004095878699,231.0,T+00:03:51,parsed,s,231.0,231.0,raw,"STAGE1 004,257 MPH VELOCITY",parsed,MPH,4257.0,1903.04928,raw,"000,071 STAGE1 ALTITUDE MI",parsed,MI,71.0,114263.424,raw,"STAGE2 004,696 MPH VELOCITY",parsed,MPH,4696.0,2099.29984,raw,"STAGE2 000,072 MI ALTITUDE",parsed,MI,72.0,115872.768,raw
14266,238.00610998201043,233.0,T+00:03:53,parsed,s,233.0,233.0,raw,"004,243 STAGE1 MPH VELOCITY",parsed,MPH,4243.0,1896.79072,raw,"000,072 STAGE1 ALTITUDE MI",parsed,MI,72.0,115872.768,raw,"STAGE2 004,708 MPH VELOCITY",parsed,MPH,4708.0,2104.66432,raw,"STAGE2 000,073 MI ALTITUDE",parsed,MI,73.0,117482.112,raw
14386,240.0081240853219,236.0,T+00:03:56,parsed,s,236.0,236.0,raw,"004,228 STAGE1 MPH VELOCITY",parsed,MPH,4228.0,1890.08512,raw,"000,072 STAGE1 ALTITUDE MI",parsed,MI,72.0,115872.768,raw,"STAGE2 004,721 MPH VELOCITY",parsed,MPH,4721.0,2110.47584,raw,"STAGE2 000,074 MI ALTITUDE",parsed,MI,74.0,119091.456,raw
14505,241.9934547377724,237.0,T+00:03:57,parsed,s,237.0,237.0,raw,"004,216 STAGE1 MPH VELOCITY",parsed,MPH,4216.0,1884.72064,raw,"000,073 STAGE1 MI ALTITUDE",parsed,MI,73.0,117482.112,raw,"004,732 STAGE2 VELOCITY MPH",parsed,MPH,4732.0,2115.39328,raw,"000,075 STAGE2 ALTITUDE MI",parsed,MI,75.0,120700.8,raw
14625,243.9954688410839,239.0,T+00:03:59,parsed,s,239.0,239.0,raw,"004,203 STAGE1 MPH VELOCITY",parsed,MPH,4203.0,1878.90912,raw,"000,074 STAGE1 MI ALTITUDE",parsed,MI,74.0,119091.456,raw,"004,745 STAGE2 MPH VELOCITY",parsed,MPH,4745.0,2121.2048,raw,"STAGE2 000,076 ALTITUDE MI",parsed,MI,76.0,122310.144,raw
